kingdom	phylum	class	order	family	genus	species	sample_id	WF_50	WF_51	WF_52	WF_53	WF_54	WF_55	WF_56	WF_57	WF_58	WF_59	WF_25	WF_24	WF_27	WF_26	WF_21	WF_20	WF_23	WF_22	WF_29	WF_28	WF_36	WF_37	WF_34	WF_35	WF_32	WF_33	WF_30	WF_31	WF_38	WF_39	WF_89	WF_88	WF_83	WF_82	WF_81	WF_80	WF_87	WF_86	WF_85	WF_84	WF_94	WF_95	WF_96	WF_97	WF_90	WF_91	WF_92	WF_93	WF_204	WF_202	WF_203	WF_201	WF_18	WF_19	WF_14	WF_15	WF_16	WF_17	WF_10	WF_11	WF_12	WF_13	WF_69	WF_68	WF_61	WF_60	WF_63	WF_62	WF_65	WF_64	WF_67	WF_66	WF_6	WF_7	WF_4	WF_5	WF_2	WF_3	WF_1	WF_8	WF_9	WF_78	WF_79	WF_72	WF_73	WF_70	WF_71	WF_76	WF_77	WF_74	WF_75	WF_47	WF_46	WF_45	WF_44	WF_43	WF_42	WF_41	WF_40	WF_49	WF_48
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	Eggerthellaceae sp.	OTU-12731	228	488	0	337	0	217	0	193	0	0	655	0	665	477	0	476	0	0	217	0	293	1309	0	287	0	0	466	0	1351	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	0	236	329	0	0	230	1515	196	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	422	0	545	0	521	0	0	0	925	0	286	0	0	0	742	0	0	0	0	0	0	0	217	370	0	239
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	Eggerthellaceae sp.	OTU-12239	592	333	0	555	0	726	0	614	0	0	0	158	795	789	0	712	0	129	687	0	0	0	0	0	0	616	0	256	0	119	0	125	0	144	164	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	352	0	309	0	783	0	432	0	0	0	0	0	122	0	109	0	0	0	314	0	230	0	288	0	0	657	0	0	220	154	224	217	210	131	171	288	210	0	517	0	0	570	0	1056	0	0	792
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	Eggerthella HGM04364	OTU-12111	646	242	340	0	466	0	332	0	0	0	158	143	0	0	0	0	0	0	0	0	0	0	0	124	232	0	241	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	442	1857	0	226	438	199	534	1004	1109	819	0	0	0	1554	0	0	1324	847	0	0	0	213	1031	0	0	0	0	0	0	262	170	0	0	0	0	0	0	0	251	0	179	0	0	393	0	0	219
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Eggerthella	Eggerthella lenta	OTU-12271	230	0	0	0	0	0	0	0	263	103	0	0	0	0	0	0	167	0	0	304	600	0	775	0	547	0	818	0	919	0	0	143	0	127	141	191	132	0	0	0	0	0	0	0	0	0	0	0	0	227	58	97	1236	0	446	348	1110	0	795	295	459	180	0	0	0	57	85	0	119	0	0	0	354	0	347	0	1134	0	0	0	136	196	119	198	135	173	164	156	465	97	434	0	223	0	0	0	0	298	313	113	319
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Gordonibacter	Gordonibacter urolithinfaciens	OTU-11978	0	0	0	0	0	0	0	0	0	500	0	0	186	138	0	182	0	0	143	1884	0	0	0	0	2243	119	2018	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	802	0	1124	0	0	85	0	0	0	0	0	0	0	0	0	0	0	1641	435	0	379	272	0	0	0	0	0	0	0	0	0	148	0	815	0	207	0	170	187	404	1210	0	911	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia	Slackia HGM04378	OTU-12530	1582	386	0	1359	0	497	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	103	0	0	0	0	0	538	0	0	0	0	62	98	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	849	0	0	0	1004	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220	0	0	1237	0	2556	0	0	1585
d__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia	Slackia piriformis	OTU-12536	0	0	374	0	169	0	613	0	0	0	1074	0	0	0	0	0	0	0	0	204	0	0	0	0	172	0	482	0	0	0	0	0	0	215	479	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	500	0	0	0	0	0	1074	1456	0	0	0	1607	0	0	1925	1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	469	1073	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04634	OTU-12936	0	349	650	705	385	375	507	284	0	0	0	0	0	21	0	27	0	0	26	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	635	225	477	0	701	320	1444	0	401	0	424	215	0	0	110	90	148	67	306	440	549	0	353	361	1745	566	0	52	0	0	84	269	55	314	286	0	0	0	0	0	0	0	140	383	313	0	0	135	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04640	OTU-11554	0	5642	0	2131	0	4606	0	1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04650	OTU-13439	0	971	0	2095	0	2079	0	1103	0	0	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	893	0	699	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	508	1214	0	0	255	0	0	0	0	0	2908	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04667	OTU-10090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6470	0	0	0	0	0	0	0	0	0	0	0	3556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4362	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides caccae	OTU-12231	0	0	0	0	0	0	0	0	0	0	14823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides cellulosilyticus	OTU-12029	446	0	0	0	0	0	0	0	0	0	0	0	1006	1130	0	963	0	0	851	1735	0	0	0	0	1643	1352	3388	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	560
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04688	OTU-12290	1752	0	0	0	0	0	0	0	0	0	0	0	365	334	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	358	0	0	0	0	431	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	265	0	0	0	0	0	0	0	3320	0	0	0	0	0	0	267	894	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2725	0	0	220	534	517	0	0	821
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides eggerthii	OTU-11862	246	0	0	0	0	0	0	0	0	0	442	0	443	463	0	421	0	0	258	568	223	0	0	0	597	343	1181	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787	319	311	262	833	208	749	348	407	182	0	0	0	0	0	0	0	0	0	0	277	0	487	0	962	219	0	418	0	0	266	0	0	0	0	0	224	0	0	0	269	0	0	0	0	501	215	0	425
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides faecis	OTU-13386	0	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	1132	0	0	0	817	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	2372	0	0	0	3157	0	2532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides finegoldii	OTU-12932	3828	0	0	0	0	0	0	0	0	0	3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	1995	0	0	3109
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides fragilis	OTU-12313	267	0	403	0	406	0	413	0	0	545	0	0	0	282	0	237	0	0	0	630	0	0	331	0	690	0	1285	0	583	0	0	0	471	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	273	0	1257	218	0	330	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	252	0	243	0	0	0	241	0	511	400	0	201	0	214	0	276	0	414	0	438	234	0	0	188
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04695	OTU-12866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4846	0	0	0	4712	0	1918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04706	OTU-13511	204	0	210	0	0	0	0	0	0	0	313	138	425	226	0	210	0	0	201	0	269	0	243	0	232	138	261	0	121	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088	0	0	128	2327	0	1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2435	154	0	178	0	0	129	0	0	0	0	0	0	0	0	0	239	0	135	0	162	407	0	0	427
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides salyersiae	OTU-12265	185	73	137	125	60	65	70	79	68	0	0	86	167	157	0	99	92	69	83	565	182	81	76	67	766	64	1005	0	244	0	0	120	0	125	160	91	117	0	0	0	0	0	0	0	0	0	0	0	0	92	139	0	773	160	226	190	746	193	282	168	189	94	113	252	0	0	0	0	0	0	0	0	225	0	392	134	423	271	0	111	0	70	0	163	92	85	79	90	186	72	251	0	147	0	0	0	0	338	181	0	241
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides stercoris	OTU-12255	0	0	0	0	0	0	0	0	0	0	0	677	699	810	0	694	0	528	0	0	0	559	0	429	0	0	397	0	0	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	2334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	748	0	0	0	0	627	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides thetaiotaomicron	OTU-12344	405	0	0	191	0	0	0	0	0	0	0	250	0	0	0	0	357	0	221	241	193	0	0	259	227	337	504	0	0	274	0	0	637	0	0	0	0	296	312	452	0	0	0	0	0	0	0	0	0	0	0	0	0	210	653	486	0	263	834	561	867	318	0	0	0	0	0	0	0	0	0	0	0	0	0	228	591	359	0	0	0	0	0	0	364	0	0	0	0	260	0	0	191	0	0	0	0	371	327	0	309
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides xylanisolvens	OTU-12298	0	0	1371	0	587	0	523	0	0	0	0	1161	0	216	0	433	324	0	0	0	0	266	0	316	0	0	0	0	0	212	0	826	0	295	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	379	0	0	0	722	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	336	218	172	0	0	0	0	0	308	167	0	261	0	0	0	671	0	924	0	346	257	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides coprocola	OTU-12270	401	0	414	0	273	0	336	0	0	143	0	241	162	154	0	186	0	118	135	324	0	131	0	141	435	186	586	66	0	199	0	162	0	124	113	0	243	0	0	0	0	0	0	0	0	0	0	0	150	0	371	0	0	632	0	0	0	631	0	0	0	0	0	0	0	102	174	0	186	128	0	0	0	0	0	428	0	548	0	132	0	0	0	578	0	441	395	0	0	0	0	0	327	0	214	0	251	851	0	0	463
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides HGM04754	OTU-12490	0	331	872	480	719	505	821	494	0	61	157	0	55	0	0	54	54	0	0	227	0	0	54	0	250	0	480	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	70	0	139	0	0	185	56	0	0	233	170	0	50	0	0	0	0	51	85	0	207	97	0	0	0	0	0	199	54	254	0	63	0	121	212	461	364	177	140	84	134	506	169	0	0	0	434	399	656	0	65	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides coprophilus	OTU-10995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11432	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04760	OTU-11888	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3939	6465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04772	OTU-12112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	0	0	0	2302	0	1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04780	OTU-10227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6115	0	0	0	2325	0	2610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	Paraprevotella HGM04804	OTU-12256	0	0	315	409	0	0	0	255	0	0	651	0	328	0	0	0	0	0	0	0	0	0	0	0	288	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277	0	553	279	1332	0	1389	334	644	0	0	0	0	0	0	0	0	0	0	0	569	0	557	0	803	0	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04846	OTU-12087	0	0	0	0	0	0	0	0	0	0	0	0	589	1955	0	4379	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04863	OTU-13434	102	0	0	0	0	0	0	0	0	35	0	35	0	0	0	0	296	32	0	249	67	0	178	41	212	0	242	0	504	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	67	0	98	33	1051	268	37	0	2090	162	1446	131	195	242	0	36	0	0	0	0	153	177	127	0	109	53	1222	99	0	0	37	0	107	0	32	26	0	0	41	37	0	0	56	0	0	0	0	107	271	0	68
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella sp.	OTU-10782	0	0	0	0	0	0	0	0	0	0	0	0	1606	1532	0	1998	0	0	916	0	0	0	0	0	0	1022	0	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella sp.	OTU-13127	551	921	0	458	0	1259	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	426	0	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	634	0	1121	0	0	537
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella buccae	OTU-13485	0	1768	0	3168	0	2054	0	1568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella copri	OTU-13254	0	1305	0	2729	0	384	0	1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3186	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella sp.	OTU-12772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328	0	0	0	1650	0	0	0	0	0	406	0	0	0	536	0	0	0	389	0	0	0	1472	0	1721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2732	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	Barnesiella intestinihominis	OTU-13383	0	0	0	0	0	0	0	0	0	0	0	0	670	716	0	694	0	0	3206	0	0	0	0	0	0	1194	0	2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae HGM05189	OTU-01777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2855	0	0	0	400	0	0	0	0	0	0	0	4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2122	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae HGM05198	OTU-14192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2207	0	0	0	1915	0	1419	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1627	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae sp.	OTU-09861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728	1069	0	0	0	1235	0	0	1815	3481	0	0	0	0	521	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-279	Homeothermaceae sp.	OTU-12980	0	3450	0	1800	0	2414	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-485	Homeothermaceae HGM05235	OTU-13568	0	152	457	164	413	0	225	0	0	0	0	123	0	162	0	0	0	0	0	0	0	114	0	0	280	0	0	0	0	118	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	179	247	252	466	0	565	550	407	149	207	0	0	0	0	0	0	0	0	125	165	0	0	655	456	466	365	0	0	135	125	0	339	0	95	0	135	0	0	414	0	0	0	0	200	183	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-485	Homeothermaceae HGM05242	OTU-12234	0	0	0	0	0	0	0	0	0	0	0	0	696	2730	0	3094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-873	Homeothermaceae HGM05271	OTU-13384	0	0	3089	0	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	0	3191	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__Homeothermus	Homeothermus HGM05279	OTU-12238	0	0	0	0	151	0	0	0	0	0	0	145	0	0	0	0	0	0	0	745	0	0	0	0	727	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	481	0	0	220	1302	0	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	1957	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0
